hardware vs. memory (1000),,,
time+,buffalo,csel-kh1250-13,csel-kh1262-13
936.46,1.3,,
936.56,,1.2,
936.8,1.3,,
936.89,,1.2,
937.15,1.3,,
937.23,,1.2,
937.49,1.3,,
937.56,,1.2,
937.84,1.3,,
937.9,,1.2,
938.18,1.3,,
938.24,,1.2,
938.52,1.3,,
938.58,,1.2,
938.87,1.3,,
938.91,,1.2,
939.21,1.3,,
939.24,,1.2,
939.55,1.3,,
939.58,,1.2,
939.9,1.3,,
939.92,,1.2,
940.24,1.3,,
940.25,,1.2,
940.58,1.3,,
940.58,,1.2,
940.92,,1.2,
940.93,1.3,,
941.26,,1.2,
941.27,1.3,,
941.59,,1.2,
941.61,1.3,,
941.92,,1.2,
941.95,1.3,,
942.26,,1.2,
942.3,1.3,,
942.59,,1.2,
942.64,1.3,,
942.93,,1.2,
942.98,1.3,,
943.26,,1.2,
943.33,1.3,,
943.6,,1.2,
943.67,1.3,,
943.93,,1.2,
944.02,1.3,,
944.27,,1.2,
944.36,1.3,,
944.6,,1.2,
944.7,1.3,,
944.94,,1.2,
945.05,1.3,,
945.27,,1.2,
945.39,1.3,,
945.61,,1.2,
945.73,1.3,,
945.94,,1.2,
946.08,1.3,,
946.28,,1.2,
946.42,1.3,,
946.61,,1.2,
946.76,1.3,,
946.95,,1.2,
947.1,1.3,,
947.28,,1.2,
947.45,1.3,,
947.61,,1.2,
947.79,1.3,,
947.95,,1.2,
948.13,1.3,,
948.29,,1.2,
948.48,1.3,,
948.62,,1.2,
948.82,1.3,,
948.95,,1.2,
949.16,1.3,,
949.29,,1.2,
949.51,1.3,,
949.63,,1.2,
949.85,1.3,,
949.96,,1.2,
950.19,1.3,,
950.29,,1.2,
950.54,1.3,,
950.63,,1.2,
950.88,1.3,,
950.97,,1.2,
951.22,1.3,,
951.3,,1.2,
951.56,1.3,,
951.63,,1.2,
951.91,1.3,,
951.97,,1.2,
952.25,1.3,,
952.3,,1.2,
952.59,1.3,,
952.64,,1.2,
952.94,1.3,,
952.97,,1.2,
953.28,1.3,,
953.31,,1.2,
953.62,1.3,,
953.64,,1.2,
953.97,1.3,,
953.98,,1.2,
954.31,1.3,,
954.31,,1.2,
954.65,1.3,,
954.65,,1.2,
954.98,,1.2,
955.0,1.3,,
955.32,,1.2,
955.34,1.3,,
955.65,,1.2,
955.69,1.3,,
955.99,,1.2,
956.03,1.3,,
956.33,,1.2,
956.37,1.3,,
956.66,,1.2,
956.72,1.3,,
957.0,,1.2,
957.06,1.3,,
957.33,,1.2,
957.4,1.3,,
957.67,,1.2,
957.75,1.3,,
958.01,,1.2,
958.09,1.3,,
958.35,,1.2,
958.43,1.3,,
958.68,,1.2,
958.78,1.3,,
959.02,,1.2,
959.12,1.3,,
959.35,,1.2,
959.46,1.3,,
959.69,,1.2,
959.8,1.3,,
960.02,,1.2,
960.15,1.3,,
960.36,,1.2,
960.49,1.3,,
960.69,,1.2,
960.83,1.3,,
961.03,,1.2,
961.18,1.3,,
961.37,,1.2,
961.52,1.3,,
961.7,,1.2,
961.86,1.3,,
962.04,,1.2,
962.21,1.3,,
962.37,,1.2,
962.55,1.3,,
962.72,,1.2,
962.9,1.3,,
963.05,,1.2,
963.24,1.3,,
963.39,,1.2,
963.58,1.3,,
963.72,,1.2,
963.93,1.3,,
964.06,,1.2,
964.27,1.3,,
964.39,,1.2,
964.61,1.3,,
964.73,,1.2,
964.96,1.3,,
965.06,,1.2,
965.3,1.3,,
965.4,,1.2,
965.64,1.3,,
965.73,,1.2,
965.98,1.3,,
966.07,,1.2,
966.33,1.3,,
966.41,,1.2,
966.67,1.3,,
966.74,,1.2,
967.01,1.3,,
967.08,,1.2,
967.36,1.3,,
967.41,,1.2,
967.7,1.3,,
967.75,,1.2,
968.05,1.3,,
968.08,,1.2,
968.39,1.3,,
968.42,,1.2,
968.73,1.3,,
968.75,,1.2,
969.08,1.3,,
969.09,,1.2,
969.42,1.3,,
969.42,,1.2,
969.75,,1.2,
969.76,1.3,,
970.09,,1.2,
970.11,1.3,,
970.43,,1.2,
970.45,1.3,,
970.77,,1.2,
970.79,1.3,,
971.11,,1.2,
971.14,1.3,,
971.44,,1.2,
971.48,1.3,,
971.78,,1.2,
971.83,1.3,,
972.11,,1.2,
972.17,1.3,,
972.45,,1.2,
972.51,1.3,,
972.79,,1.2,
972.86,1.3,,
973.12,,1.2,
973.2,1.3,,
973.46,,1.2,
973.54,1.3,,
973.79,,1.2,
973.89,1.3,,
974.13,,1.2,
974.23,1.3,,
974.46,,1.2,
974.58,1.3,,
974.8,,1.2,
974.92,1.3,,
975.13,,1.2,
975.26,1.3,,
975.47,,1.2,
975.61,1.3,,
975.81,,1.2,
975.95,1.3,,
976.15,,1.2,
976.29,1.3,,
976.48,,1.2,
976.64,1.3,,
976.82,,1.2,
976.98,1.3,,
977.15,,1.2,
977.32,1.3,,
977.49,,1.2,
977.67,1.3,,
977.83,,1.2,
978.01,1.3,,
978.16,,1.2,
978.35,1.3,,
978.49,,1.2,
978.7,1.3,,
978.83,,1.2,
979.04,1.3,,
979.17,,1.2,
979.38,1.3,,
979.5,,1.2,
979.73,1.3,,
979.84,,1.2,
980.07,1.3,,
980.17,,1.2,
980.41,1.3,,
980.51,,1.2,
980.76,1.3,,
980.85,,1.2,
981.1,1.3,,
981.19,,1.2,
981.45,1.3,,
981.52,,1.2,
981.79,1.3,,
981.86,,1.2,
982.14,1.3,,
982.19,,1.2,
982.48,1.3,,
982.52,,1.2,
982.82,1.3,,
982.86,,1.2,
983.17,1.3,,
983.2,,1.2,
983.51,1.3,,
983.53,,1.2,
983.85,1.3,,
983.87,,1.2,
984.2,1.3,,
984.2,,1.2,
984.54,1.3,,
984.54,,1.2,
984.88,1.3,,
984.88,,1.2,
985.21,,1.2,
985.22,1.3,,
985.55,,1.2,
985.57,1.3,,
985.88,,1.2,
985.91,1.3,,
986.22,,1.2,
986.25,1.3,,
986.55,,1.2,
986.6,1.3,,
986.89,,1.2,
986.94,1.3,,
987.22,,1.2,
987.29,1.3,,
987.56,,1.2,
987.63,1.3,,
987.9,,1.2,
987.97,1.3,,
988.23,,1.2,
988.31,1.3,,
988.56,,1.2,
988.66,1.3,,
988.9,,1.2,
989.0,1.3,,
989.24,,1.2,
989.34,1.3,,
989.57,,1.2,
989.69,1.3,,
989.91,,1.2,
990.03,1.3,,
990.24,,1.2,
990.37,1.3,,
990.58,,1.2,
990.72,1.3,,
990.92,,1.2,
991.06,1.3,,
991.25,,1.2,
991.4,1.3,,
991.58,,1.2,
991.74,1.3,,
991.92,,1.2,
992.08,1.3,,
992.26,,1.2,
992.43,1.3,,
992.59,,1.2,
992.77,1.3,,
992.93,,1.2,
993.12,1.3,,
993.26,,1.2,
993.46,1.3,,
993.6,,1.2,
993.8,1.3,,
993.94,,1.2,
994.15,1.3,,
994.27,,1.2,
994.49,1.3,,
994.61,,1.2,
994.83,1.3,,
994.94,,1.2,
995.18,1.3,,
995.28,,1.2,
995.52,1.3,,
995.62,,1.2,
995.86,1.3,,
995.96,,1.2,
996.2,1.3,,
996.29,,1.2,
996.55,1.3,,
996.62,,1.2,
996.89,1.3,,
996.96,,1.2,
997.23,1.3,,
997.3,,1.2,
997.58,1.3,,
997.63,,1.2,
997.92,1.3,,
997.98,,1.2,
998.26,1.3,,
998.31,,1.2,
998.61,1.3,,
998.64,,1.2,
998.95,1.3,,
998.98,,1.2,
999.29,1.3,,
999.32,,1.2,
999.63,1.3,,
999.65,,1.2,
999.98,1.3,,
999.99,,1.2,
1000.32,1.3,,
1000.32,,1.2,
1000.66,1.3,,
1000.66,,1.2,
1001.0,,1.2,
1001.01,1.3,,
1001.33,,1.2,
1001.35,1.3,,
1001.66,,1.2,
1001.69,1.3,,
1002.0,,1.2,
1002.04,1.3,,
1002.34,,1.2,
1002.38,1.3,,
1002.67,,1.2,
1002.72,1.3,,
1003.01,,1.2,
1003.07,1.3,,
1003.34,,1.2,
1003.41,1.3,,
1003.68,,1.2,
1003.75,1.3,,
1004.01,,1.2,
1004.1,1.3,,
1004.35,,1.2,
1004.44,1.3,,
1004.68,,1.2,
1004.78,1.3,,
1005.02,,1.2,
1005.13,1.3,,
1005.36,,1.2,
1005.47,1.3,,
1005.69,,1.2,
1005.81,1.3,,
1006.03,,1.2,
1006.15,1.3,,
1006.36,,1.2,
1006.5,1.3,,
1006.7,,1.2,
1006.84,1.3,,
1007.03,,1.2,
1007.18,1.3,,
1007.37,,1.2,
1007.53,1.3,,
1007.7,,1.2,
1007.87,1.3,,
1008.04,,1.2,
1008.21,1.3,,
1008.38,,1.2,
1008.56,1.3,,
1008.71,,1.2,
1008.9,1.3,,
1009.05,,1.2,
1009.24,1.3,,
1009.38,,1.2,
1009.59,1.3,,
1009.72,,1.2,
1009.93,1.3,,
1010.05,,1.2,
1010.28,1.3,,
1010.38,,1.2,
1010.62,1.3,,
1010.72,,1.2,
1010.96,1.3,,
1011.06,,1.2,
1011.3,1.3,,
1011.39,,1.2,
1011.65,1.3,,
1011.72,,1.2,
1011.99,1.3,,
1012.06,,1.2,
1012.33,1.3,,
1012.4,,1.2,
1012.68,1.3,,
1012.73,,1.2,
1013.02,1.3,,
1013.06,,1.2,
1013.36,1.3,,
1013.4,,1.2,
1013.71,1.3,,
1013.73,,1.2,
1014.05,1.3,,
1014.07,,1.2,
1014.39,1.3,,
1014.4,,1.2,
1014.74,1.3,,
1014.74,,1.2,
1015.07,,1.2,
1015.08,1.3,,
1015.41,,1.2,
1015.42,1.3,,
1015.74,,1.2,
1015.76,1.3,,
1016.08,,1.2,
1016.11,1.3,,
1016.41,,1.2,
1016.45,1.3,,
1016.75,,1.2,
1016.8,1.3,,
1017.08,,1.2,
1017.14,1.3,,
1017.42,,1.2,
1017.48,1.3,,
1017.75,,1.2,
1017.83,1.3,,
1018.09,,1.2,
1018.17,1.3,,
1018.42,,1.2,
1018.51,1.3,,
1018.75,,1.2,
1018.85,1.3,,
1019.09,,1.2,
1019.2,1.3,,
1019.43,,1.2,
1019.54,1.3,,
1019.76,,1.2,
1019.88,1.3,,
1020.09,,1.2,
1020.23,1.3,,
1020.43,,1.2,
1020.57,1.3,,
1020.77,,1.2,
1020.92,1.3,,
1021.1,,1.2,
1021.26,1.3,,
1021.43,,1.2,
1021.61,1.3,,
1021.77,,1.2,
1021.95,1.3,,
1022.11,,1.2,
1022.3,1.3,,
1022.44,,1.2,
1022.64,1.3,,
1022.78,,1.2,
1022.99,1.3,,
1023.12,,1.2,
1023.33,1.3,,
1023.45,,1.2,
1023.67,1.3,,
1023.79,,1.2,
1024.02,1.3,,
1024.12,,1.2,
1024.36,1.3,,
1024.46,,1.2,
1024.7,1.3,,
1024.79,,1.2,
1025.05,1.3,,
1025.13,,1.2,
1025.39,1.3,,
1025.46,,1.2,
1025.73,1.3,,
1025.79,,1.2,
1026.07,1.3,,
1026.13,,1.2,
1026.42,1.3,,
1026.47,,1.2,
1026.76,1.3,,
1026.8,,1.2,
1027.1,1.3,,
1027.13,,1.2,
1027.44,1.3,,
1027.47,,1.2,
1027.79,1.3,,
1027.81,,1.2,
1028.13,1.3,,
1028.15,,1.2,
1028.47,1.3,,
1028.48,,1.2,
1028.81,,1.2,
1028.82,1.3,,
1029.15,,1.2,
1029.16,1.3,,
1029.49,,1.2,
1029.5,1.3,,
1029.82,,1.2,
1029.84,1.3,,
1030.15,,1.2,
1030.2,1.3,,
1030.49,,1.2,
1030.54,1.3,,
1030.83,,1.2,
1030.88,1.3,,
1031.16,,1.2,
1031.23,1.3,,
1031.5,,1.2,
1031.57,1.3,,
1031.83,,1.2,
1031.91,1.3,,
1032.17,,1.2,
1032.26,1.3,,
1032.5,,1.2,
1032.6,1.3,,
1032.84,,1.2,
1032.94,1.3,,
1033.17,,1.2,
1033.29,1.3,,
1033.51,,1.2,
1033.63,1.3,,
1033.84,,1.2,
1033.97,1.3,,
1034.18,,1.2,
1034.32,1.3,,
1034.51,,1.2,
1034.66,1.3,,
1034.85,,1.2,
1035.0,1.3,,
1035.18,,1.2,
1035.35,1.3,,
1035.51,,1.2,
1035.69,1.3,,
1035.85,,1.2,
1036.03,1.3,,
1036.19,,1.2,
1036.38,1.3,,
1036.52,,1.2,
1036.72,1.3,,
1036.85,,1.2,
1037.06,1.3,,
1037.19,,1.2,
1037.41,1.3,,
1037.53,,1.2,
1037.75,1.3,,
1037.87,,1.2,
1038.09,1.3,,
1038.2,,1.2,
1038.44,1.3,,
1038.54,,1.2,
1038.78,1.3,,
1038.87,,1.2,
1039.12,1.3,,
1039.21,,1.2,
1039.47,1.3,,
1039.54,,1.2,
1039.81,1.3,,
1039.88,,1.2,
1040.15,1.3,,
1040.21,,1.2,
1040.5,1.3,,
1040.55,,1.2,
1040.84,1.3,,
1040.88,,1.2,
1041.18,1.3,,
1041.22,,1.2,
1041.53,1.3,,
1041.55,,1.2,
1041.87,1.3,,
1041.89,,1.2,
1042.21,1.3,,
1042.22,,1.2,
1042.56,1.3,,
1042.56,,1.2,
1042.89,,1.2,
1042.9,1.3,,
1043.23,,1.2,
1043.24,1.3,,
1043.56,,1.2,
1043.58,1.3,,
1043.9,,1.2,
1043.93,1.3,,
1044.23,,1.2,
1044.27,1.3,,
1044.57,,1.2,
1044.61,1.3,,
1044.9,,1.2,
1044.96,1.3,,
1045.24,,1.2,
1045.3,1.3,,
1045.57,,1.2,
1045.64,1.3,,
1045.91,,1.2,
1045.99,1.3,,
1046.25,,1.2,
1046.33,1.3,,
1046.58,,1.2,
1046.67,1.3,,
1046.91,,1.2,
1047.02,1.3,,
1047.25,,1.2,
1047.36,1.3,,
1047.59,,1.2,
1047.7,1.3,,
1047.92,,1.2,
1048.05,1.3,,
1048.26,,1.2,
1048.39,1.3,,
1048.59,,1.2,
1048.73,1.3,,
1048.93,,1.2,
1049.08,1.3,,
1049.26,,1.2,
1049.42,1.3,,
1049.6,,1.2,
1049.76,1.3,,
1049.93,,1.2,
1050.11,1.3,,
1050.27,,1.2,
1050.45,1.3,,
1050.61,,1.2,
1050.79,1.3,,
1050.94,,1.2,
1051.14,1.3,,
1051.28,,1.2,
1051.48,1.3,,
1051.61,,1.2,
1051.82,1.3,,
1051.95,,1.2,
1052.16,1.3,,
1052.28,,1.2,
1052.51,1.3,,
1052.62,,1.2,
1052.85,1.3,,
1052.96,,1.2,
1053.19,1.3,,
1053.29,,1.2,
1053.54,1.3,,
1053.63,,1.2,
1053.88,1.3,,
1053.97,,1.2,
1054.22,1.3,,
1054.3,,1.2,
1054.57,1.3,,
1054.64,,1.2,
1054.91,1.3,,
1054.97,,1.2,
1055.25,1.3,,
1055.31,,1.2,
1055.6,1.3,,
1055.65,,1.2,
1055.94,1.3,,
1055.98,,1.2,
1056.28,1.3,,
1056.32,,1.2,
1056.63,1.3,,
1056.65,,1.2,
1056.97,1.3,,
1056.99,,1.2,
1057.32,1.3,,
1057.32,,1.2,
1057.66,1.3,,
1057.66,,1.2,
1057.99,,1.2,
1058.0,1.3,,
1058.33,,1.2,
1058.35,1.3,,
1058.67,,1.2,
1058.69,1.3,,
1059.0,,1.2,
1059.03,1.3,,
1059.34,,1.2,
1059.37,1.3,,
1059.67,,1.2,
1059.72,1.3,,
1060.01,,1.2,
1060.06,1.3,,
1060.35,,1.2,
1060.4,1.3,,
1060.68,,1.2,
1060.75,1.3,,
1061.01,,1.2,
1061.09,1.3,,
1061.35,,1.2,
1061.44,1.3,,
1061.69,,1.2,
1061.78,1.3,,
1062.02,,1.2,
1062.12,1.3,,
1062.36,,1.2,
1062.46,1.3,,
1062.69,,1.2,
1062.81,1.3,,
1063.03,,1.2,
1063.15,1.3,,
1063.37,,1.2,
1063.49,1.3,,
1063.7,,1.2,
1063.84,1.3,,
1064.03,,1.2,
1064.18,1.3,,
1064.37,,1.2,
1064.52,1.3,,
1064.71,,1.2,
1064.87,1.3,,
1065.04,,1.2,
1065.21,1.3,,
1065.38,,1.2,
1065.55,1.3,,
1065.71,,1.2,
1065.9,1.3,,
1066.05,,1.2,
1066.24,1.3,,
1066.39,,1.2,
1066.58,1.3,,
1066.73,,1.2,
1066.93,1.3,,
1067.06,,1.2,
1067.27,1.3,,
1067.39,,1.2,
1067.61,1.3,,
1067.73,,1.2,
1067.95,1.3,,
1068.07,,1.2,
1068.3,1.3,,
1068.41,,1.2,
1068.64,1.3,,
1068.74,,1.2,
1068.98,1.3,,
1069.08,,1.2,
1069.33,1.3,,
1069.41,,1.2,
1069.67,1.3,,
1069.75,,1.2,
1070.01,1.3,,
1070.09,,1.2,
1070.36,1.3,,
1070.42,,1.2,
1070.7,1.3,,
1070.75,,1.2,
1071.04,1.3,,
1071.09,,1.2,
1071.39,1.3,,
1071.43,,1.2,
1071.73,1.3,,
1071.76,,1.2,
1072.07,1.3,,
1072.1,,1.2,
1072.42,1.3,,
1072.43,,1.2,
1072.76,1.3,,
1072.77,,1.2,
1073.1,1.3,,
1073.1,,1.2,
1073.44,,1.2,
1073.45,1.3,,
1073.77,,1.2,
1073.79,1.3,,
1074.11,,1.2,
1074.13,1.3,,
1074.44,,1.2,
1074.48,1.3,,
1074.78,,1.2,
1074.82,1.3,,
1075.12,,1.2,
1075.16,1.3,,
1075.45,,1.2,
1075.5,1.3,,
1075.79,,1.2,
1075.85,1.3,,
1076.12,,1.2,
1076.19,1.3,,
1076.46,,1.2,
1076.53,1.3,,
1076.79,,1.2,
1076.88,1.3,,
1077.13,,1.2,
1077.22,1.3,,
1077.46,,1.2,
1077.56,1.3,,
1077.8,,1.2,
1077.9,1.3,,
1078.14,,1.2,
1078.25,1.3,,
1078.47,,1.2,
1078.59,1.3,,
1078.81,,1.2,
1078.93,1.3,,
1079.14,,1.2,
1079.28,1.3,,
1079.48,,1.2,
1079.62,1.3,,
1079.81,,1.2,
1079.96,1.3,,
1080.15,,1.2,
1080.31,1.3,,
1080.48,,1.2,
1080.65,1.3,,
1080.82,,1.2,
1080.99,1.3,,
1081.15,,1.2,
1081.34,1.3,,
1081.49,,1.2,
1081.68,1.3,,
1081.82,,1.2,
1082.02,1.3,,
1082.16,,1.2,
1082.36,1.3,,
1082.5,,1.2,
1082.71,1.3,,
1082.83,,1.2,
1083.05,1.3,,
1083.17,,1.2,
1083.39,1.3,,
1083.51,,1.2,
1083.74,1.3,,
1083.84,,1.2,
1084.08,1.3,,
1084.18,,1.2,
1084.42,1.3,,
1084.52,,1.2,
1084.76,1.3,,
1084.85,,1.2,
1085.11,1.3,,
1085.19,,1.2,
1085.45,1.3,,
1085.52,,1.2,
1085.79,1.3,,
1085.86,,1.2,
1086.14,1.3,,
1086.19,,1.2,
1086.48,1.3,,
1086.53,,1.2,
1086.82,1.3,,
1086.86,,1.2,
1087.16,1.3,,
1087.2,,1.2,
1087.51,1.3,,
1087.54,,1.2,
1087.85,1.3,,
1087.87,,1.2,
1088.19,1.3,,
1088.21,,1.2,
1088.54,1.3,,
1088.55,,1.2,
1088.88,1.3,,
1088.88,,1.2,
1089.22,1.3,,
1089.22,,1.2,
1089.55,,1.2,
1089.56,1.3,,
1089.89,,1.2,
1089.91,1.3,,
1090.23,,1.2,
1090.25,1.3,,
1090.56,,1.2,
1090.59,1.3,,
1090.9,,1.2,
1090.93,1.3,,
1091.23,,1.2,
1091.28,1.3,,
1091.57,,1.2,
1091.62,1.3,,
1091.9,,1.2,
1091.96,1.3,,
1092.24,,1.2,
1092.31,1.3,,
1092.58,,1.2,
1092.65,1.3,,
1092.91,,1.2,
1092.99,1.3,,
1093.24,,1.2,
1093.34,1.3,,
1093.58,,1.2,
1093.68,1.3,,
1093.92,,1.2,
1094.03,1.3,,
1094.25,,1.2,
1094.37,1.3,,
1094.59,,1.2,
1094.71,1.3,,
1094.92,,1.2,
1095.05,1.3,,
1095.26,,1.2,
1095.39,1.3,,
1095.59,,1.2,
1095.74,1.3,,
1095.93,,1.2,
1096.08,1.3,,
1096.26,,1.2,
1096.42,1.3,,
1096.6,,1.2,
1096.77,1.3,,
1096.94,,1.2,
1097.11,1.3,,
1097.27,,1.2,
1097.45,1.3,,
1097.61,,1.2,
1097.8,1.3,,
1097.94,,1.2,
1098.14,1.3,,
1098.28,,1.2,
1098.48,1.3,,
1098.61,,1.2,
1098.83,1.3,,
1098.95,,1.2,
1099.17,1.3,,
1099.28,,1.2,
1099.51,1.3,,
1099.62,,1.2,
1099.85,1.3,,
1099.96,,1.2,
1100.2,1.3,,
1100.29,,1.2,
1100.55,1.3,,
1100.62,,1.2,
1100.89,1.3,,
1100.96,,1.2,
1101.23,1.3,,
1101.3,,1.2,
1101.58,1.3,,
1101.63,,1.2,
1101.92,1.3,,
1101.97,,1.2,
1102.26,1.3,,
1102.3,,1.2,
1102.61,1.3,,
1102.64,,1.2,
1102.95,1.3,,
1102.97,,1.2,
1103.29,1.3,,
1103.31,,1.2,
1103.64,1.3,,
1103.64,,1.2,
1103.98,1.3,,
1103.98,,1.2,
1104.32,1.3,,
1104.32,,1.2,
1104.65,,1.2,
1104.67,1.3,,
1104.98,,1.2,
1105.01,1.3,,
1105.32,,1.2,
1105.35,1.3,,
1105.66,,1.2,
1105.7,1.3,,
1105.99,,1.2,
1106.04,1.3,,
1106.33,,1.2,
1106.38,1.3,,
1106.66,,1.2,
1106.73,1.3,,
1107.0,,1.2,
1107.07,1.3,,
1107.33,,1.2,
1107.41,1.3,,
1107.67,,1.2,
1107.75,1.3,,
1108.0,,1.2,
1108.1,1.3,,
1108.34,,1.2,
1108.44,1.3,,
1108.68,,1.2,
1108.78,1.3,,
1109.01,,1.2,
1109.13,1.3,,
1109.34,,1.2,
1109.47,1.3,,
1109.68,,1.2,
1109.81,1.3,,
1110.02,,1.2,
1110.16,1.3,,
1110.35,,1.2,
1110.5,1.3,,
1110.69,,1.2,
1110.84,1.3,,
1111.02,,1.2,
1111.18,1.3,,
1111.36,,1.2,
1111.53,1.3,,
1111.7,,1.2,
1111.87,1.3,,
1112.03,,1.2,
1112.21,1.3,,
1112.36,,1.2,
1112.56,1.3,,
1112.7,,1.2,
1112.9,1.3,,
1113.04,,1.2,
1113.24,1.3,,
1113.37,,1.2,
1113.59,1.3,,
1113.71,,1.2,
1113.93,1.3,,
1114.04,,1.2,
1114.27,1.3,,
1114.38,,1.2,
1114.62,1.3,,
1114.72,,1.2,
1114.96,1.3,,
1115.05,,1.2,
1115.3,1.3,,
1115.39,,1.2,
1115.64,1.3,,
1115.72,,1.2,
1115.99,1.3,,
1116.06,,1.2,
1116.33,1.3,,
1116.39,,1.2,
1116.67,1.3,,
1116.73,,1.2,
1117.02,1.3,,
1117.06,,1.2,
1117.36,1.3,,
1117.4,,1.2,
1117.7,1.3,,
1117.73,,1.2,
1118.05,1.3,,
1118.08,,1.2,
1118.39,1.3,,
1118.41,,1.2,
1118.73,1.3,,
1118.74,,1.2,
1119.07,1.3,,
1119.08,,1.2,
1119.41,,1.2,
1119.42,1.3,,
1119.75,,1.2,
1119.76,1.3,,
1120.08,,1.2,
1120.1,1.3,,
1120.42,,1.2,
1120.45,1.3,,
1120.75,,1.2,
1120.79,1.3,,
1121.09,,1.2,
1121.13,1.3,,
1121.42,,1.2,
1121.47,1.3,,
1121.76,,1.2,
1121.82,1.3,,
1122.09,,1.2,
1122.16,1.3,,
1122.42,,1.2,
1122.5,1.3,,
1122.76,,1.2,
1122.85,1.3,,
1123.1,,1.2,
1123.19,1.3,,
1123.43,,1.2,
1123.53,1.3,,
1123.77,,1.2,
1123.88,1.3,,
1124.1,,1.2,
1124.22,1.3,,
1124.44,,1.2,
1124.56,1.3,,
1124.77,,1.2,
1124.91,1.3,,
1125.11,,1.2,
1125.25,1.3,,
1125.44,,1.2,
1125.59,1.3,,
1125.78,,1.2,
1125.93,1.3,,
1126.11,,1.2,
1126.28,1.3,,
1126.45,,1.2,
1126.62,1.3,,
1126.78,,1.2,
1126.96,1.3,,
1127.12,,1.2,
1127.31,1.3,,
1127.45,,1.2,
1127.65,1.3,,
1127.79,,1.2,
1127.99,1.3,,
1128.13,,1.2,
1128.34,1.3,,
1128.46,,1.2,
1128.68,1.3,,
1128.8,,1.2,
1129.02,1.3,,
1129.13,,1.2,
1129.36,1.3,,
1129.47,,1.2,
1129.71,1.3,,
1129.8,,1.2,
1130.05,1.3,,
1130.14,,1.2,
1130.39,1.3,,
1130.47,,1.2,
1130.74,1.3,,
1130.81,,1.2,
1131.08,1.3,,
1131.14,,1.2,
1131.42,1.3,,
1131.48,,1.2,
1131.77,1.3,,
1131.81,,1.2,
1132.11,1.3,,
1132.15,,1.2,
1132.45,1.3,,
1132.49,,1.2,
1132.8,1.3,,
1132.82,,1.2,
1133.14,1.3,,
1133.16,,1.2,
1133.48,1.3,,
1133.49,,1.2,
1133.83,1.3,,
1133.83,,1.2,
1134.16,,1.2,
1134.17,1.3,,
1134.5,,1.2,
1134.51,1.3,,
1134.83,,1.2,
1134.85,1.3,,
1135.17,,1.2,
1135.2,1.3,,
1135.51,,1.2,
1135.54,1.3,,
1135.84,,1.2,
1135.88,1.3,,
1136.17,,1.2,
1136.23,1.3,,
1136.51,,1.2,
1136.57,1.3,,
1136.85,,1.2,
1136.91,1.3,,
1137.18,,1.2,
1137.26,1.3,,
1137.51,,1.2,
1137.6,1.3,,
1137.85,,1.2,
1137.94,1.3,,
1138.19,,1.2,
1138.28,1.3,,
1138.52,,1.2,
1138.63,1.3,,
1138.85,,1.2,
1138.97,1.3,,
1139.19,,1.2,
1139.31,1.3,,
1139.52,,1.2,
1139.66,1.3,,
1139.86,,1.2,
1140.0,1.3,,
1140.19,,1.2,
1140.34,1.3,,
1140.53,,1.2,
1140.69,1.3,,
1140.86,,1.2,
1141.03,1.3,,
1141.2,,1.2,
1141.37,1.3,,
1141.53,,1.2,
1141.72,1.3,,
1141.87,,1.2,
1142.06,1.3,,
1142.2,,1.2,
1142.4,1.3,,
1142.54,,1.2,
1142.75,1.3,,
1142.87,,1.2,
1143.09,1.3,,
1143.21,,1.2,
1143.43,1.3,,
1143.55,,1.2,
1143.77,1.3,,
1143.88,,1.2,
1144.12,1.3,,
1144.22,,1.2,
1144.46,1.3,,
1144.55,,1.2,
1144.8,1.3,,
1144.89,,1.2,
1145.15,1.3,,
1145.22,,1.2,
1145.49,1.3,,
1145.56,,1.2,
1145.83,1.3,,
1145.89,,1.2,
1146.17,1.3,,
1146.23,,1.2,
1146.52,1.3,,
1146.56,,1.2,
1146.86,1.3,,
1146.89,,1.2,
1147.21,1.3,,
1147.23,,1.2,
1147.55,1.3,,
1147.57,,1.2,
1147.9,1.3,,
1147.9,,1.2,
1148.24,1.3,,
1148.24,,1.2,
1148.57,,1.2,
1148.59,1.3,,
1148.91,,1.2,
1148.93,1.3,,
1149.24,,1.2,
1149.27,1.3,,
1149.58,,1.2,
1149.62,1.3,,
1149.91,,1.2,
1149.96,1.3,,
1150.25,,1.2,
1150.3,1.3,,
1150.58,,1.2,
1150.65,1.3,,
1150.92,,1.2,
1150.99,1.3,,
1151.25,,1.2,
1151.33,1.3,,
1151.59,,1.2,
1151.67,1.3,,
1151.92,,1.2,
1152.02,1.3,,
1152.26,,1.2,
1152.36,1.3,,
1152.59,,1.2,
1152.7,1.3,,
1152.93,,1.2,
1153.05,1.3,,
1153.26,,1.2,
1153.39,1.3,,
1153.6,,1.2,
1153.73,1.3,,
1153.93,,1.2,
1154.07,1.3,,
1154.27,,1.2,
1154.42,1.3,,
1154.6,,1.2,
1154.76,1.3,,
1154.94,,1.2,
1155.1,1.3,,
1155.27,,1.2,
1155.45,1.3,,
1155.61,,1.2,
1155.79,1.3,,
1155.94,,1.2,
1156.13,1.3,,
1156.28,,1.2,
1156.48,1.3,,
1156.61,,1.2,
1156.82,1.3,,
1156.95,,1.2,
1157.16,1.3,,
1157.28,,1.2,
