Id,Label,timeset,group,calls,time,memory_in,memory_out
pandas.core.common.<genexpr>,pandas.core.common.<genexpr>,,pandas,4,0.000006,0,0
pandas.core.indexes.base.RangeIndex._reset_identity,pandas.core.indexes.base.RangeIndex._reset_identity,,pandas,4,0.000006,0,0
pandas.core.construction._maybe_repeat,pandas.core.construction._maybe_repeat,,pandas,3,0.000007,0,0
pandas.core.construction._sanitize_str_dtypes,pandas.core.construction._sanitize_str_dtypes,,pandas,3,0.000006,0,0
pandas.core.dtypes.common.needs_i8_conversion,pandas.core.dtypes.common.needs_i8_conversion,,pandas,2,0.000007,0,0
IOHandles.__init__,IOHandles.__init__,,IOHandles,1,0.000005,0,0
pandas.core.flags.Flags.allows_duplicate_labels,pandas.core.flags.Flags.allows_duplicate_labels,,pandas,2,0.000005,0,0
tkinter.StringVar,tkinter.StringVar,,tkinter,1,0.000004,0,0
tkinter.BooleanVar,tkinter.BooleanVar,,tkinter,1,0.000004,0,0
tkinter.YView,tkinter.YView,,tkinter,1,0.000004,0,0
tkinter.Tk,tkinter.Tk,,tkinter,1,0.000005,0,0
tkinter.Place,tkinter.Place,,tkinter,1,0.000005,0,0
tkinter.BaseWidget,tkinter.BaseWidget,,tkinter,1,0.000003,0,0
tkinter.Checkbutton,tkinter.Checkbutton,,tkinter,1,0.000004,0,0
tkinter.Radiobutton,tkinter.Radiobutton,,tkinter,1,0.000005,0,0
tkinter.Scale,tkinter.Scale,,tkinter,1,0.000004,0,0
tkinter.Scrollbar,tkinter.Scrollbar,,tkinter,1,0.000004,0,0
numpy._globals._NoValueType,numpy._globals._NoValueType,,numpy,1,0.000004,0,0
numpy._globals.__new__,numpy._globals.__new__,,numpy,1,0.000004,0,0
__future__._Feature,__future__._Feature,,__future__,1,0.000003,0,0
json.decoder.JSONDecoder,json.decoder.JSONDecoder,,json,1,0.000004,0,0
numpy.compat._pep440.InvalidVersion,numpy.compat._pep440.InvalidVersion,,numpy,1,0.000003,0,0
pathlib._Flavour,pathlib._Flavour,,pathlib,1,0.000003,0,0
pathlib._PathParents,pathlib._PathParents,,pathlib,1,0.000003,0,0
pathlib.WindowsPath,pathlib.WindowsPath,,pathlib,1,0.000003,0,0
numpy.core._exceptions._UFuncBinaryResolutionError,numpy.core._exceptions._UFuncBinaryResolutionError,,numpy,1,0.000004,0,0
numpy.core._exceptions._UFuncNoLoopError,numpy.core._exceptions._UFuncNoLoopError,,numpy,1,0.000003,0,0
numpy.core._exceptions._ArrayMemoryError,numpy.core._exceptions._ArrayMemoryError,,numpy,1,0.000004,0,0
numpy.core._ufunc_config.<dictcomp>,numpy.core._ufunc_config.<dictcomp>,,numpy,1,0.000005,0,0
numpy.core._ufunc_config.errstate,numpy.core._ufunc_config.errstate,,numpy,1,0.000003,0,0
numpy.core._ufunc_config._setdef,numpy.core._ufunc_config._setdef,,numpy,1,0.000003,0,0
numpy.core.arrayprint._recursive_guard,numpy.core.arrayprint._recursive_guard,,numpy,2,0.000004,0,0
numpy.core.arrayprint.FloatingFormat,numpy.core.arrayprint.FloatingFormat,,numpy,1,0.000004,0,0
numpy.core.arrayprint.ComplexFloatingFormat,numpy.core.arrayprint.ComplexFloatingFormat,,numpy,1,0.000004,0,0
numpy.core.arrayprint.DatetimeFormat,numpy.core.arrayprint.DatetimeFormat,,numpy,1,0.000003,0,0
numpy.core.arrayprint.StructuredVoidFormat,numpy.core.arrayprint.StructuredVoidFormat,,numpy,1,0.000005,0,0
numpy.core.records.format_parser,numpy.core.records.format_parser,,numpy,1,0.000003,0,0
numpy.core._machar.MachAr,numpy.core._machar.MachAr,,numpy,1,0.000005,0,0
enum.__members__,enum.__members__,,enum,3,0.000005,0,0
contextlib._create_cb_wrapper,contextlib._create_cb_wrapper,,contextlib,2,0.000005,0,0
contextlib._exit_wrapper,contextlib._exit_wrapper,,contextlib,2,0.000005,0,0
subprocess.Popen._handle_exitstatus,subprocess.Popen._handle_exitstatus,,subprocess,1,0.000004,0,0
subprocess.Popen._internal_poll,subprocess.Popen._internal_poll,,subprocess,2,0.000005,0,0
ast.NodeVisitor,ast.NodeVisitor,,ast,1,0.000004,0,0
numpy.core._internal.dummy_ctype,numpy.core._internal.dummy_ctype,,numpy,1,0.000003,0,0
numpy.core._internal._Stream,numpy.core._internal._Stream,,numpy,1,0.000004,0,0
numpy.lib.function_base.vectorize,numpy.lib.function_base.vectorize,,numpy,1,0.000004,0,0
numpy.lib.index_tricks.AxisConcatenator,numpy.lib.index_tricks.AxisConcatenator,,numpy,1,0.000005,0,0
numpy.lib.index_tricks.ndindex,numpy.lib.index_tricks.ndindex,,numpy,1,0.000003,0,0
numpy.lib._iotools.LineSplitter,numpy.lib._iotools.LineSplitter,,numpy,1,0.000004,0,0
numpy.ctypeslib._concrete_ndptr,numpy.ctypeslib._concrete_ndptr,,numpy,1,0.000003,0,0
numpy.ma.core._MaskedBinaryOperation,numpy.ma.core._MaskedBinaryOperation,,numpy,1,0.000004,0,0
numpy.ma.core._DomainGreater.__init__,numpy.ma.core._DomainGreater.__init__,,numpy,3,0.000004,0,0
numpy.ma.core._MaskedPrintOption,numpy.ma.core._MaskedPrintOption,,numpy,1,0.000005,0,0
numpy.ma.core.MaskedIterator,numpy.ma.core.MaskedIterator,,numpy,1,0.000004,0,0
numpy.ma.core.getmask,numpy.ma.core.getmask,,numpy,3,0.000004,0,0
numpy.ma.core.MaskedArray.dtype,numpy.ma.core.MaskedArray.dtype,,numpy,3,0.000005,0,0
numpy.ma.core._extrema_operation,numpy.ma.core._extrema_operation,,numpy,1,0.000004,0,0
numpy.ma.core._frommethod,numpy.ma.core._frommethod,,numpy,1,0.000003,0,0
numpy.ma.core._convert2ma,numpy.ma.core._convert2ma,,numpy,1,0.000004,0,0
numpy.ma.extras._fromnxfunction,numpy.ma.extras._fromnxfunction,,numpy,1,0.000003,0,0
numpy.ma.extras.MAxisConcatenator,numpy.ma.extras.MAxisConcatenator,,numpy,1,0.000004,0,0
numpy.lib.index_tricks.mr_class.__init__,numpy.lib.index_tricks.mr_class.__init__,,numpy,1,0.000003,0,0
traceback.StackSummary,traceback.StackSummary,,traceback,1,0.000005,0,0
logging.StringTemplateStyle,logging.StringTemplateStyle,,logging,1,0.000004,0,0
logging.BufferingFormatter,logging.BufferingFormatter,,logging,1,0.000003,0,0
logging.Filterer,logging.Filterer,,logging,1,0.000003,0,0
logging.StreamHandler,logging.StreamHandler,,logging,1,0.000004,0,0
logging.FileHandler,logging.FileHandler,,logging,1,0.000004,0,0
logging._StderrHandler,logging._StderrHandler,,logging,1,0.000003,0,0
typing.ForwardRef,typing.ForwardRef,,typing,1,0.000004,0,0
typing.TypeVar,typing.TypeVar,,typing,1,0.000004,0,0
typing.Protocol,typing.Protocol,,typing,1,0.000004,0,0
typing.io,typing.io,,typing,1,0.000003,0,0
matplotlib._api.classproperty,matplotlib._api.classproperty,,matplotlib,1,0.000004,0,0
matplotlib.cbook._StrongRef,matplotlib.cbook._StrongRef,,matplotlib,1,0.000003,0,0
matplotlib.cbook.maxdict,matplotlib.cbook.maxdict,,matplotlib,1,0.000003,0,0
matplotlib.cbook.Grouper,matplotlib.cbook.Grouper,,matplotlib,1,0.000005,0,0
matplotlib.cbook._OrderedSet,matplotlib.cbook._OrderedSet,,matplotlib,1,0.000004,0,0
matplotlib.docstring.Substitution,matplotlib.docstring.Substitution,,matplotlib,1,0.000003,0,0
matplotlib.docstring._ArtistPropertiesSubstitution,matplotlib.docstring._ArtistPropertiesSubstitution,,matplotlib,1,0.000003,0,0
xml.etree.ElementTree.ParseError,xml.etree.ElementTree.ParseError,,xml,2,0.000004,0,0
PIL.TiffTags.TagInfo,PIL.TiffTags.TagInfo,,PIL,1,0.000003,0,0
cffi.lock.<module>,cffi.lock.<module>,,cffi,1,0.000005,0,0
cffi.model.BaseTypeByIdentity,cffi.model.BaseTypeByIdentity,,cffi,1,0.000005,0,0
cffi.model.ArrayType,cffi.model.ArrayType,,cffi,1,0.000003,0,0
cffi.model.ArrayType.__init__,cffi.model.ArrayType.__init__,,cffi,1,0.000004,0,0
cffi.model.StructOrUnionOrEnum,cffi.model.StructOrUnionOrEnum,,cffi,1,0.000003,0,0
cffi.model.EnumType,cffi.model.EnumType,,cffi,1,0.000004,0,0
PIL.ImageFile.StubImageFile,PIL.ImageFile.StubImageFile,,PIL,1,0.000003,0,0
PIL.GimpPaletteFile.GimpPaletteFile,PIL.GimpPaletteFile.GimpPaletteFile,,PIL,1,0.000003,0,0
PIL.PaletteFile.PaletteFile,PIL.PaletteFile.PaletteFile,,PIL,1,0.000003,0,0
PIL.ImageSequence.Iterator,PIL.ImageSequence.Iterator,,PIL,1,0.000004,0,0
logging.PlaceHolder.append,logging.PlaceHolder.append,,logging,2,0.000004,0,0
PIL.PngImagePlugin.PngInfo,PIL.PngImagePlugin.PngInfo,,PIL,1,0.000003,0,0
PIL.Image.register_extension,PIL.Image.register_extension,,PIL,2,0.000004,0,0
matplotlib.transforms.TransformedPath,matplotlib.transforms.TransformedPath,,matplotlib,1,0.000005,0,0
matplotlib.ticker._DummyAxis,matplotlib.ticker._DummyAxis,,matplotlib,1,0.000004,0,0
matplotlib.ticker.FixedFormatter,matplotlib.ticker.FixedFormatter,,matplotlib,1,0.000003,0,0
matplotlib.ticker.FuncFormatter,matplotlib.ticker.FuncFormatter,,matplotlib,1,0.000003,0,0
matplotlib.ticker.LogFormatter,matplotlib.ticker.LogFormatter,,matplotlib,1,0.000005,0,0
matplotlib.ticker.FixedLocator,matplotlib.ticker.FixedLocator,,matplotlib,1,0.000003,0,0
matplotlib.ticker.MultipleLocator,matplotlib.ticker.MultipleLocator,,matplotlib,1,0.000003,0,0
matplotlib.ticker.LogLocator,matplotlib.ticker.LogLocator,,matplotlib,1,0.000005,0,0
matplotlib.ticker.SymmetricalLogLocator,matplotlib.ticker.SymmetricalLogLocator,,matplotlib,1,0.000003,0,0
matplotlib.scale.ScaleBase,matplotlib.scale.ScaleBase,,matplotlib,1,0.000003,0,0
matplotlib.scale.LinearScale,matplotlib.scale.LinearScale,,matplotlib,1,0.000003,0,0
matplotlib.scale.FuncTransform,matplotlib.scale.FuncTransform,,matplotlib,1,0.000004,0,0
matplotlib.scale.FuncScale,matplotlib.scale.FuncScale,,matplotlib,1,0.000003,0,0
matplotlib.scale.LogTransform,matplotlib.scale.LogTransform,,matplotlib,1,0.000004,0,0
matplotlib.scale.LogScale,matplotlib.scale.LogScale,,matplotlib,1,0.000005,0,0
matplotlib.scale.FuncScaleLog,matplotlib.scale.FuncScaleLog,,matplotlib,1,0.000003,0,0
matplotlib.scale.SymmetricalLogTransform,matplotlib.scale.SymmetricalLogTransform,,matplotlib,1,0.000004,0,0
matplotlib.scale.InvertedSymmetricalLogTransform,matplotlib.scale.InvertedSymmetricalLogTransform,,matplotlib,1,0.000003,0,0
matplotlib.scale.LogitTransform,matplotlib.scale.LogitTransform,,matplotlib,1,0.000004,0,0
matplotlib.scale.LogisticTransform,matplotlib.scale.LogisticTransform,,matplotlib,1,0.000005,0,0
matplotlib.scale.LogitScale,matplotlib.scale.LogitScale,,matplotlib,1,0.000004,0,0
matplotlib.scale.get_scale_names,matplotlib.scale.get_scale_names,,matplotlib,2,0.000004,0,0
matplotlib.scale.<listcomp>,matplotlib.scale.<listcomp>,,matplotlib,1,0.000005,0,0
matplotlib.colors._ColorMapping,matplotlib.colors._ColorMapping,,matplotlib,1,0.000004,0,0
matplotlib.colors.ColorConverter,matplotlib.colors.ColorConverter,,matplotlib,1,0.000004,0,0
matplotlib.colors.ListedColormap,matplotlib.colors.ListedColormap,,matplotlib,1,0.000004,0,0
matplotlib.colors.LogNorm,matplotlib.colors.LogNorm,,matplotlib,1,0.000003,0,0
matplotlib.colors.SymLogNorm,matplotlib.colors.SymLogNorm,,matplotlib,1,0.000004,0,0
matplotlib.colors.PowerNorm,matplotlib.colors.PowerNorm,,matplotlib,1,0.000003,0,0
matplotlib.colors.BoundaryNorm,matplotlib.colors.BoundaryNorm,,matplotlib,1,0.000003,0,0
pyparsing.util.LRUMemo,pyparsing.util.LRUMemo,,pyparsing,1,0.000004,0,0
pyparsing.unicode.Cyrillic,pyparsing.unicode.Cyrillic,,pyparsing,1,0.000005,0,0
pyparsing.unicode.Hiragana,pyparsing.unicode.Hiragana,,pyparsing,1,0.000004,0,0
pyparsing.unicode.Katakana,pyparsing.unicode.Katakana,,pyparsing,1,0.000005,0,0
pyparsing.unicode.Hebrew,pyparsing.unicode.Hebrew,,pyparsing,1,0.000004,0,0
pyparsing.actions.OnlyOnce,pyparsing.actions.OnlyOnce,,pyparsing,1,0.000003,0,0
pyparsing.results._ParseResultsWithOffset,pyparsing.results._ParseResultsWithOffset,,pyparsing,1,0.000004,0,0
pyparsing.core._should_enable_warnings,pyparsing.core._should_enable_warnings,,pyparsing,1,0.000004,0,0
pyparsing.core._PendingSkip,pyparsing.core._PendingSkip,,pyparsing,1,0.000004,0,0
pyparsing.core.Token,pyparsing.core.Token,,pyparsing,1,0.000003,0,0
pyparsing.core.Literal,pyparsing.core.Literal,,pyparsing,1,0.000004,0,0
pyparsing.core.CaselessLiteral,pyparsing.core.CaselessLiteral,,pyparsing,1,0.000003,0,0
pyparsing.core.GoToColumn,pyparsing.core.GoToColumn,,pyparsing,1,0.000003,0,0
pyparsing.core.WordStart,pyparsing.core.WordStart,,pyparsing,1,0.000003,0,0
pyparsing.core.WordEnd,pyparsing.core.WordEnd,,pyparsing,1,0.000003,0,0
pyparsing.core.Group,pyparsing.core.Group,,pyparsing,1,0.000003,0,0
pyparsing.core.Dict,pyparsing.core.Dict,,pyparsing,1,0.000003,0,0
pyparsing.core.Empty.set_whitespace_chars,pyparsing.core.Empty.set_whitespace_chars,,pyparsing,1,0.000003,0,0
pyparsing.core.OneOrMore.stopOn,pyparsing.core.OneOrMore.stopOn,,pyparsing,2,0.000004,0,0
pyparsing.core.Group.recurse,pyparsing.core.Group.recurse,,pyparsing,4,0.000004,0,0
pyparsing.results.<lambda>,pyparsing.results.<lambda>,,pyparsing,2,0.000003,0,0
pyparsing.testing.reset_pyparsing_context,pyparsing.testing.reset_pyparsing_context,,pyparsing,1,0.000004,0,0
pyparsing.core.White.<genexpr>,pyparsing.core.White.<genexpr>,,pyparsing,3,0.000005,0,0
pyparsing.core.LineEnd.leave_whitespace,pyparsing.core.LineEnd.leave_whitespace,,pyparsing,2,0.000003,0,0
pyparsing.core.LineEnd.streamline,pyparsing.core.LineEnd.streamline,,pyparsing,2,0.000004,0,0
pyparsing.core._WordRegex.recurse,pyparsing.core._WordRegex.recurse,,pyparsing,3,0.000003,0,0
matplotlib._enums._generate_next_value_,matplotlib._enums._generate_next_value_,,matplotlib,3,0.000004,0,0
enum.__iter__,enum.__iter__,,enum,2,0.000004,0,0
enum.JoinStyle.name,enum.JoinStyle.name,,enum,3,0.000003,0,0
enum.CapStyle.name,enum.CapStyle.name,,enum,3,0.000004,0,0
pyparsing.results.ParseResults.__len__,pyparsing.results.ParseResults.__len__,,pyparsing,4,0.000005,0,0
matplotlib.rcsetup.validate_fontsize_None,matplotlib.rcsetup.validate_fontsize_None,,matplotlib,2,0.000003,0,0
genericpath.isdir,genericpath.isdir,,genericpath,1,0.000004,0,0
matplotlib._cm.cubehelix,matplotlib._cm.cubehelix,,matplotlib,1,0.000004,0,0
matplotlib.cm.ColormapRegistry,matplotlib.cm.ColormapRegistry,,matplotlib,1,0.000005,0,0
matplotlib.lines._AxLine,matplotlib.lines._AxLine,,matplotlib,1,0.000004,0,0
matplotlib.lines.VertexSelector,matplotlib.lines.VertexSelector,,matplotlib,1,0.000003,0,0
matplotlib.collections.PolyCollection,matplotlib.collections.PolyCollection,,matplotlib,1,0.000004,0,0
matplotlib.collections.BrokenBarHCollection,matplotlib.collections.BrokenBarHCollection,,matplotlib,1,0.000004,0,0
matplotlib.collections.StarPolygonCollection,matplotlib.collections.StarPolygonCollection,,matplotlib,1,0.000003,0,0
matplotlib.collections.AsteriskPolygonCollection,matplotlib.collections.AsteriskPolygonCollection,,matplotlib,1,0.000004,0,0
matplotlib.collections.CircleCollection,matplotlib.collections.CircleCollection,,matplotlib,1,0.000005,0,0
matplotlib.collections.PatchCollection,matplotlib.collections.PatchCollection,,matplotlib,1,0.000004,0,0
matplotlib.backend_tools.ToolCursorPosition,matplotlib.backend_tools.ToolCursorPosition,,matplotlib,1,0.000004,0,0
matplotlib.backend_tools.AxisScaleBase,matplotlib.backend_tools.AxisScaleBase,,matplotlib,1,0.000003,0,0
matplotlib.backend_tools.ZoomPanBase,matplotlib.backend_tools.ZoomPanBase,,matplotlib,1,0.000004,0,0
dataclasses._FIELD_BASE.__init__,dataclasses._FIELD_BASE.__init__,,dataclasses,3,0.000004,0,0
dataclasses.<lambda>,dataclasses.<lambda>,,dataclasses,2,0.000004,0,0
dataclasses._hash_set_none,dataclasses._hash_set_none,,dataclasses,4,0.000005,0,0
matplotlib.dviread.DviFont,matplotlib.dviread.DviFont,,matplotlib,1,0.000004,0,0
matplotlib.dviread.Vf,matplotlib.dviread.Vf,,matplotlib,1,0.000005,0,0
matplotlib._mathtext.DejaVuSerifFonts,matplotlib._mathtext.DejaVuSerifFonts,,matplotlib,1,0.000005,0,0
matplotlib._mathtext.DejaVuSansFonts,matplotlib._mathtext.DejaVuSansFonts,,matplotlib,1,0.000004,0,0
matplotlib._mathtext.FontConstantsBase,matplotlib._mathtext.FontConstantsBase,,matplotlib,1,0.000004,0,0
matplotlib._mathtext.ComputerModernFontConstants,matplotlib._mathtext.ComputerModernFontConstants,,matplotlib,1,0.000004,0,0
matplotlib._mathtext.STIXFontConstants,matplotlib._mathtext.STIXFontConstants,,matplotlib,1,0.000003,0,0
matplotlib._mathtext.Box,matplotlib._mathtext.Box,,matplotlib,1,0.000004,0,0
matplotlib._mathtext.Accent,matplotlib._mathtext.Accent,,matplotlib,1,0.000004,0,0
matplotlib._mathtext.Hlist,matplotlib._mathtext.Hlist,,matplotlib,1,0.000003,0,0
matplotlib._mathtext.Vlist,matplotlib._mathtext.Vlist,,matplotlib,1,0.000003,0,0
matplotlib._mathtext.Glue,matplotlib._mathtext.Glue,,matplotlib,1,0.000004,0,0
matplotlib._mathtext.Ship,matplotlib._mathtext.Ship,,matplotlib,1,0.000004,0,0
matplotlib.mathtext.MathtextBackendSvg,matplotlib.mathtext.MathtextBackendSvg,,matplotlib,1,0.000004,0,0
matplotlib.mathtext.MathtextBackendCairo,matplotlib.mathtext.MathtextBackendCairo,,matplotlib,1,0.000004,0,0
matplotlib.tight_bbox.<module>,matplotlib.tight_bbox.<module>,,matplotlib,1,0.000005,0,0
matplotlib.patches._Style,matplotlib.patches._Style,,matplotlib,1,0.000005,0,0
matplotlib.patches.Sawtooth,matplotlib.patches.Sawtooth,,matplotlib,1,0.000003,0,0
matplotlib.patches.Simple,matplotlib.patches.Simple,,matplotlib,1,0.000003,0,0
matplotlib.patches._simpleprint_styles,matplotlib.patches._simpleprint_styles,,matplotlib,1,0.000004,0,0
matplotlib.widgets.LockDraw,matplotlib.widgets.LockDraw,,matplotlib,1,0.000005,0,0
matplotlib.widgets.SliderBase,matplotlib.widgets.SliderBase,,matplotlib,1,0.000004,0,0
matplotlib.widgets.SubplotTool,matplotlib.widgets.SubplotTool,,matplotlib,1,0.000004,0,0
matplotlib.widgets.Cursor,matplotlib.widgets.Cursor,,matplotlib,1,0.000004,0,0
matplotlib.widgets.MultiCursor,matplotlib.widgets.MultiCursor,,matplotlib,1,0.000004,0,0
matplotlib.widgets.Lasso,matplotlib.widgets.Lasso,,matplotlib,1,0.000004,0,0
matplotlib.backend_bases.LocationEvent,matplotlib.backend_bases.LocationEvent,,matplotlib,1,0.000004,0,0
matplotlib.backend_bases.MouseEvent,matplotlib.backend_bases.MouseEvent,,matplotlib,1,0.000003,0,0
matplotlib.cbook.maxdict.__init__,matplotlib.cbook.maxdict.__init__,,matplotlib,1,0.000003,0,0
matplotlib.text.OffsetFrom,matplotlib.text.OffsetFrom,,matplotlib,1,0.000004,0,0
matplotlib.contour.QuadContourSet,matplotlib.contour.QuadContourSet,,matplotlib,1,0.000003,0,0
matplotlib.spines.SpinesProxy,matplotlib.spines.SpinesProxy,,matplotlib,1,0.000003,0,0
matplotlib.colorbar._ColorbarSpine,matplotlib.colorbar._ColorbarSpine,,matplotlib,1,0.000004,0,0
matplotlib.image.BboxImage,matplotlib.image.BboxImage,,matplotlib,1,0.000004,0,0
pyparsing.core.MatchFirst.__hash__,pyparsing.core.MatchFirst.__hash__,,pyparsing,4,0.000005,0,0
pyparsing.core.Suppress.__hash__,pyparsing.core.Suppress.__hash__,,pyparsing,4,0.000004,0,0
ast._raise_malformed_node,ast._raise_malformed_node,,ast,1,0.000005,0,0
matplotlib.category.StrCategoryConverter,matplotlib.category.StrCategoryConverter,,matplotlib,1,0.000005,0,0
matplotlib.category.StrCategoryFormatter,matplotlib.category.StrCategoryFormatter,,matplotlib,1,0.000004,0,0
matplotlib.dates.ConciseDateFormatter,matplotlib.dates.ConciseDateFormatter,,matplotlib,1,0.000004,0,0
matplotlib.dates.AutoDateFormatter,matplotlib.dates.AutoDateFormatter,,matplotlib,1,0.000005,0,0
matplotlib.dates.rrulewrapper,matplotlib.dates.rrulewrapper,,matplotlib,1,0.000004,0,0
matplotlib.dates.DateLocator,matplotlib.dates.DateLocator,,matplotlib,1,0.000005,0,0
matplotlib.dates.AutoDateLocator,matplotlib.dates.AutoDateLocator,,matplotlib,1,0.000005,0,0
matplotlib.dates.ConciseDateConverter,matplotlib.dates.ConciseDateConverter,,matplotlib,1,0.000003,0,0
matplotlib.dates._SwitchableDateConverter,matplotlib.dates._SwitchableDateConverter,,matplotlib,1,0.000004,0,0
matplotlib.offsetbox.AnchoredText,matplotlib.offsetbox.AnchoredText,,matplotlib,1,0.000003,0,0
matplotlib.offsetbox.DraggableOffsetBox,matplotlib.offsetbox.DraggableOffsetBox,,matplotlib,1,0.000004,0,0
matplotlib.container.BarContainer,matplotlib.container.BarContainer,,matplotlib,1,0.000003,0,0
matplotlib.legend_handler.HandlerBase,matplotlib.legend_handler.HandlerBase,,matplotlib,1,0.000004,0,0
matplotlib.legend_handler.HandlerNpoints,matplotlib.legend_handler.HandlerNpoints,,matplotlib,1,0.000004,0,0
matplotlib.legend_handler.HandlerLine2DCompound,matplotlib.legend_handler.HandlerLine2DCompound,,matplotlib,1,0.000003,0,0
matplotlib.legend_handler.HandlerPatch,matplotlib.legend_handler.HandlerPatch,,matplotlib,1,0.000004,0,0
matplotlib.legend_handler.HandlerRegularPolyCollection,matplotlib.legend_handler.HandlerRegularPolyCollection,,matplotlib,1,0.000005,0,0
matplotlib.legend_handler.HandlerErrorbar,matplotlib.legend_handler.HandlerErrorbar,,matplotlib,1,0.000004,0,0
matplotlib.legend_handler.HandlerStem,matplotlib.legend_handler.HandlerStem,,matplotlib,1,0.000004,0,0
matplotlib.legend.DraggableLegend,matplotlib.legend.DraggableLegend,,matplotlib,1,0.000004,0,0
matplotlib.mlab.GaussianKDE,matplotlib.mlab.GaussianKDE,,matplotlib,1,0.000004,0,0
matplotlib.streamplot.Grid,matplotlib.streamplot.Grid,,matplotlib,1,0.000004,0,0
matplotlib.streamplot.StreamMask,matplotlib.streamplot.StreamMask,,matplotlib,1,0.000005,0,0
matplotlib.tri.tricontour.TriContourSet,matplotlib.tri.tricontour.TriContourSet,,matplotlib,1,0.000004,0,0
matplotlib.tri.trifinder.TrapezoidMapTriFinder,matplotlib.tri.trifinder.TrapezoidMapTriFinder,,matplotlib,1,0.000004,0,0
matplotlib.tri.triinterpolate.TriInterpolator,matplotlib.tri.triinterpolate.TriInterpolator,,matplotlib,1,0.000004,0,0
matplotlib.tri.triinterpolate._DOF_estimator_min_E,matplotlib.tri.triinterpolate._DOF_estimator_min_E,,matplotlib,1,0.000004,0,0
matplotlib.tri.trirefine.UniformTriRefiner,matplotlib.tri.trirefine.UniformTriRefiner,,matplotlib,1,0.000005,0,0
matplotlib.tri.triplot.<module>,matplotlib.tri.triplot.<module>,,matplotlib,1,0.000004,0,0
matplotlib.axis._LazyTickList.__init__,matplotlib.axis._LazyTickList.__init__,,matplotlib,2,0.000003,0,0
matplotlib.gridspec.GridSpecFromSubplotSpec,matplotlib.gridspec.GridSpecFromSubplotSpec,,matplotlib,1,0.000004,0,0
matplotlib.projections.geo._GeoTransform,matplotlib.projections.geo._GeoTransform,,matplotlib,1,0.000004,0,0
matplotlib.projections.geo.MollweideTransform,matplotlib.projections.geo.MollweideTransform,,matplotlib,1,0.000005,0,0
matplotlib.projections.geo.LambertTransform,matplotlib.projections.geo.LambertTransform,,matplotlib,1,0.000003,0,0
matplotlib.projections.polar._AxisWrapper,matplotlib.projections.polar._AxisWrapper,,matplotlib,1,0.000004,0,0
matplotlib.projections.polar.ThetaLocator,matplotlib.projections.polar.ThetaLocator,,matplotlib,1,0.000004,0,0
matplotlib.projections.polar.ThetaTick,matplotlib.projections.polar.ThetaTick,,matplotlib,1,0.000005,0,0
matplotlib.projections.polar.RadialLocator,matplotlib.projections.polar.RadialLocator,,matplotlib,1,0.000004,0,0
matplotlib.projections.polar.RadialTick,matplotlib.projections.polar.RadialTick,,matplotlib,1,0.000004,0,0
_NamespacePath._find_parent_path_names,_NamespacePath._find_parent_path_names,,_NamespacePath,1,0.000004,0,0
matplotlib.projections.ProjectionRegistry,matplotlib.projections.ProjectionRegistry,,matplotlib,1,0.000004,0,0
matplotlib.pyplot._IoffContext,matplotlib.pyplot._IoffContext,,matplotlib,1,0.000003,0,0
matplotlib.pyplot.install_repl_displayhook,matplotlib.pyplot.install_repl_displayhook,,matplotlib,1,0.000004,0,0
matplotlib.cm.ColormapRegistry.__iter__,matplotlib.cm.ColormapRegistry.__iter__,,matplotlib,2,0.000004,0,0
Lab.DNA,Lab.DNA,,Lab,1,0.000004,0,0
Lab.Dummy,Lab.Dummy,,Lab,1,0.000004,0,0
pandas._config.config.DictWrapper,pandas._config.config.DictWrapper,,pandas,1,0.000004,0,0
pandas._config.config.CallableDynamicDoc,pandas._config.config.CallableDynamicDoc,,pandas,1,0.000003,0,0
pandas._config.config.DictWrapper.__init__,pandas._config.config.DictWrapper.__init__,,pandas,1,0.000004,0,0
pandas._config.config.option_context,pandas._config.config.option_context,,pandas,1,0.000003,0,0
pandas.util._decorators.Substitution,pandas.util._decorators.Substitution,,pandas,1,0.000004,0,0
pandas.util._decorators.Appender,pandas.util._decorators.Appender,,pandas,1,0.000004,0,0
pandas.core.dtypes.base.Registry,pandas.core.dtypes.base.Registry,,pandas,1,0.000003,0,0
pandas.core.config_init.is_terminal,pandas.core.config_init.is_terminal,,pandas,1,0.000004,0,0
pandas.core.algorithms.SelectNFrame,pandas.core.algorithms.SelectNFrame,,pandas,1,0.000003,0,0
distutils.version.Version,distutils.version.Version,,distutils,1,0.000005,0,0
distutils.version.LooseVersion._cmp,distutils.version.LooseVersion._cmp,,distutils,1,0.000003,0,0
pandas.core.ops.invalid.<module>,pandas.core.ops.invalid.<module>,,pandas,1,0.000004,0,0
pandas.core.arrays.base.ExtensionScalarOpsMixin,pandas.core.arrays.base.ExtensionScalarOpsMixin,,pandas,1,0.000004,0,0
pandas.core.nanops.disallow,pandas.core.nanops.disallow,,pandas,1,0.000004,0,0
csv.excel,csv.excel,,csv,1,0.000004,0,0
csv.unix_dialect,csv.unix_dialect,,csv,1,0.000004,0,0
csv.DictWriter,csv.DictWriter,,csv,1,0.000003,0,0
csv.Sniffer,csv.Sniffer,,csv,1,0.000004,0,0
pandas.core.accessor.PandasDelegate,pandas.core.accessor.PandasDelegate,,pandas,1,0.000004,0,0
